"id","name","categoryId","alcoholic","glassId","instructions","thumb","ingredients","measures","createdAt","updatedAt"
242,Caipirissima,8,true,2,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,"{""ingredient1"":""Lime"",""ingredient2"":""Sugar"",""ingredient3"":""White rum"",""ingredient4"":""Ice""}","{""measure1"":""2 "",""measure2"":""2 tblsp "",""measure3"":""2-3 oz "",""measure4"":""crushed ""}",2022-05-01 16:17:18.426,2022-05-01 16:17:18.426
252,Clover Club,8,true,7,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Grenadine"",""ingredient3"":""Lemon"",""ingredient4"":""Egg white""}","{""measure1"":""1 1/2 oz "",""measure2"":""2 tsp "",""measure3"":""Juice of 1/2 "",""measure4"":""1 ""}",2022-05-01 16:17:18.643,2022-05-01 16:17:18.643
265,Fruit Flip-Flop,2,false,4,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Fruit juice""}","{""measure1"":""1 cup "",""measure2"":""1 cup ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.645
275,Lassi - Mango,2,false,4,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"{""ingredient1"":""Mango"",""ingredient2"":""Yoghurt"",""ingredient3"":""Sugar"",""ingredient4"":""Water""}","{""measure1"":""2 "",""measure2"":""2 cups "",""measure3"":""1/2 cup "",""measure4"":""1 cup iced ""}",2022-05-01 16:17:18.648,2022-05-01 16:17:18.648
105,Martinez Cocktail,3,true,7,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,https://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Dry Vermouth"",""ingredient3"":""Triple sec"",""ingredient4"":""Orange bitters"",""ingredient5"":""Cherry""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1/4 tsp "",""measure4"":""1 dash "",""measure5"":""1 ""}",2022-05-01 16:17:18.346,2022-05-01 16:17:18.346
115,Hot Chocolate to Die for,4,false,20,"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream.",https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg,"{""ingredient1"":""Chocolate"",""ingredient2"":""Butter"",""ingredient3"":""Vanilla extract"",""ingredient4"":""Half-and-half"",""ingredient5"":""Marshmallows""}","{""measure1"":""12 oz fine "",""measure2"":""1 tsp "",""measure3"":""1/2 tsp "",""measure4"":""1 cup "",""measure5"":""mini ""}",2022-05-01 16:17:18.353,2022-05-01 16:17:18.354
130,Herbal flame,5,true,21,"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in.",https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg,"{""ingredient1"":""Hot Damn"",""ingredient2"":""Tea""}","{""measure1"":""5 shots "",""measure2"":""very sweet ""}",2022-05-01 16:17:18.360,2022-05-01 16:17:18.360
147,Angelica Liqueur,7,true,2,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.",https://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,"{""ingredient1"":""Angelica root"",""ingredient2"":""Almond"",""ingredient3"":""Allspice"",""ingredient4"":""Cinnamon"",""ingredient5"":""Anise"",""ingredient6"":""Coriander"",""ingredient7"":""Marjoram leaves"",""ingredient8"":""Vodka"",""ingredient9"":""Sugar"",""ingredient10"":""Water"",""ingredient11"":""Food coloring"",""ingredient12"":""Food coloring""}","{""measure1"":""3 tblsp chopped"",""measure2"":""1 tblsp chopped "",""measure3"":""1 cracked "",""measure4"":""1 one-inch "",""measure5"":""3-6 crushed "",""measure6"":""1/8 tsp powdered "",""measure7"":""1 tblsp fresh chopped "",""measure8"":""1.5 cup "",""measure9"":""1/2 cup granulated "",""measure10"":""1/4 cup "",""measure11"":""1 drop yellow "",""measure12"":""1 drop green ""}",2022-05-01 16:17:18.371,2022-05-01 16:17:18.371
155,Scottish Highland Liqueur,7,true,2,"Combine all ingreds in aging container. Cover tightly and shake gently several times during the first 24 hrs. After 24 hrs, remove the lemon zest. Cover again and let stand in a cool, dark place for 2 weeks, shaking gently every other day. Strain through a wire sieve to remove the angelica root and fennel. Return to aging container, cover and let stand undisturbed in a cool dark place for 6 months. Siphon or pour clear liqueur into a sterile bottle. The cloudy dregs may be saved for cooking.",https://www.thecocktaildb.com/images/media/drink/upqvvp1441253441.jpg,"{""ingredient1"":""Johnnie Walker"",""ingredient2"":""Honey"",""ingredient3"":""Angelica root"",""ingredient4"":""Fennel seeds"",""ingredient5"":""Lemon peel""}","{""measure1"":""1 fifth "",""measure2"":""1 1/2 cup mild "",""measure3"":""2 tsp dried and chopped "",""measure4"":""1/4 tsp crushed "",""measure5"":""2 2 inch strips ""}",2022-05-01 16:17:18.375,2022-05-01 16:17:18.376
167,A midsummernight dream,8,true,2,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Kirschwasser"",""ingredient3"":""Strawberry liqueur"",""ingredient4"":""Strawberries"",""ingredient5"":""Schweppes Russchian""}","{""measure1"":""2 oz "",""measure2"":""1 oz "",""measure3"":""1 tsp "",""measure4"":""5 ""}",2022-05-01 16:17:18.387,2022-05-01 16:17:18.388
180,Alabama Slammer,8,true,4,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",https://www.thecocktaildb.com/images/media/drink/jntghf1606771886.jpg,"{""ingredient1"":""Southern Comfort"",""ingredient2"":""Amaretto"",""ingredient3"":""Sloe gin"",""ingredient4"":""Lemon juice""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1/2 oz "",""measure4"":""1 dash ""}",2022-05-01 16:17:18.419,2022-05-01 16:17:18.420
190,Almond Joy,8,true,7,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Creme de Cacao"",""ingredient3"":""Light cream""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz white "",""measure3"":""2 oz ""}",2022-05-01 16:17:18.420,2022-05-01 16:17:18.421
203,Apricot Lady,8,true,10,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",https://www.thecocktaildb.com/images/media/drink/7ityp11582579598.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Apricot brandy"",""ingredient3"":""Triple sec"",""ingredient4"":""Lemon juice"",""ingredient5"":""Egg white"",""ingredient6"":""Orange""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 oz "",""measure3"":""1 tsp "",""measure4"":""1/2 oz "",""measure5"":""1 "",""measure6"":""1 ""}",2022-05-01 16:17:18.421,2022-05-01 16:17:18.422
216,Bellini Martini,8,true,7,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",https://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,"{""ingredient1"":""Ice"",""ingredient2"":""Vodka"",""ingredient3"":""Peach nectar"",""ingredient4"":""Peach schnapps"",""ingredient5"":""Lemon peel""}","{""measure1"":""8 cubes"",""measure2"":""3 oz "",""measure3"":""1.5 oz "",""measure4"":""1.5 oz "",""measure5"":""1 ""}",2022-05-01 16:17:18.423,2022-05-01 16:17:18.424
223,Boston Sidecar,8,true,7,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qzs5d11504365962.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Brandy"",""ingredient3"":""Triple sec"",""ingredient4"":""Lime""}","{""measure1"":""3/4 oz "",""measure2"":""3/4 oz "",""measure3"":""3/4 oz "",""measure4"":""Juice of 1/2 ""}",2022-05-01 16:17:18.425,2022-05-01 16:17:18.425
236,Boxcar,8,true,24,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/pwgtpa1504366376.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Triple sec"",""ingredient3"":""Lemon juice"",""ingredient4"":""Grenadine"",""ingredient5"":""Egg white""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 oz "",""measure3"":""1 tsp "",""measure4"":""1/2 tsp "",""measure5"":""1 ""}",2022-05-01 16:17:18.425,2022-05-01 16:17:18.426
255,Clove Cocktail,8,true,7,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,"{""ingredient1"":""Sweet Vermouth"",""ingredient2"":""Sloe gin"",""ingredient3"":""Wine""}","{""measure1"":""1 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz Muscatel ""}",2022-05-01 16:17:18.427,2022-05-01 16:17:18.428
267,Egg Cream,2,false,20,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,"{""ingredient1"":""Chocolate syrup"",""ingredient2"":""Milk"",""ingredient3"":""Soda water""}","{""measure1"":""2 tblsp "",""measure2"":""6 oz whole "",""measure3"":""6 oz ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.644
110,Mojito Extra,3,true,2,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"{""ingredient1"":""Mint"",""ingredient2"":""Lemon juice"",""ingredient3"":""Dark rum"",""ingredient4"":""Club soda"",""ingredient5"":""Angostura bitters""}","{""measure1"":""1/2 handful "",""measure2"":""3 cl "",""measure3"":""1/8 L Jamaican "",""measure4"":""1/8 L "",""measure5"":""8 drops ""}",2022-05-01 16:17:18.349,2022-05-01 16:17:18.350
121,Orange Scented Hot Chocolate,4,false,20,"Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"{""ingredient1"":""Milk"",""ingredient2"":""Chocolate"",""ingredient3"":""Orange peel"",""ingredient4"":""Espresso"",""ingredient5"":""Nutmeg""}","{""measure1"":""2 cups "",""measure2"":""4 oz chopped bittersweet or semi-sweet "",""measure3"":""3 2-inch strips "",""measure4"":""1/2 tsp instant "",""measure5"":""1/8 tsp ground ""}",2022-05-01 16:17:18.355,2022-05-01 16:17:18.356
131,Iced Coffee Fillip,5,true,20,Mix together in a coffee mug and chill before serving.,https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Coffee""}","{""measure1"":""2 tsp "",""measure2"":""Strong cold ""}",2022-05-01 16:17:18.361,2022-05-01 16:17:18.362
142,Absinthe #2,7,true,19,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",https://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Sugar"",""ingredient3"":""Anise"",""ingredient4"":""Licorice root"",""ingredient5"":""Wormwood""}","{""measure1"":""1 bottle "",""measure2"":""50 gr "",""measure3"":""50 ml pure "",""measure4"":""1 tblsp "",""measure5"":""1 ""}",2022-05-01 16:17:18.370,2022-05-01 16:17:18.370
154,Homemade Kahlua,7,true,2,"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks.",https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg,"{""ingredient1"":""Sugar"",""ingredient2"":""Corn syrup"",""ingredient3"":""Coffee"",""ingredient4"":""Vanilla extract"",""ingredient5"":""Water"",""ingredient6"":""Vodka""}","{""measure1"":""2 1/2 cups "",""measure2"":""1 cup "",""measure3"":""1 1/2 oz instant "",""measure4"":""2 oz "",""measure5"":""3 cups boiling "",""measure6"":""1 fifth ""}",2022-05-01 16:17:18.373,2022-05-01 16:17:18.374
174,Absolut Stress #2,8,true,2,Mix well. Garnish with Orange and Cherry. Enjoy,https://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,"{""ingredient1"":""Absolut Vodka"",""ingredient2"":""Peach schnapps"",""ingredient3"":""Coconut liqueur"",""ingredient4"":""Cranberry juice"",""ingredient5"":""Pineapple juice""}","{""measure1"":""1 1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz "",""measure4"":""1 1/2 oz "",""measure5"":""1 1/2 oz ""}",2022-05-01 16:17:18.388,2022-05-01 16:17:18.388
188,Alexander,8,true,7,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/0clus51606772388.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Creme de Cacao"",""ingredient3"":""Light cream"",""ingredient4"":""Nutmeg""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz white "",""measure3"":""2 oz ""}",2022-05-01 16:17:18.419,2022-05-01 16:17:18.420
201,Angel Face,8,true,7,Shake all ingredients with ice and strain contents into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/vaukir1606772580.jpg,"{""ingredient1"":""Apricot brandy"",""ingredient2"":""Apple brandy"",""ingredient3"":""Gin""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1 oz ""}",2022-05-01 16:17:18.421,2022-05-01 16:17:18.422
218,Balmoral,8,true,7,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/vysuyq1441206297.jpg,"{""ingredient1"":""Scotch"",""ingredient2"":""Sweet Vermouth"",""ingredient3"":""Dry Vermouth"",""ingredient4"":""Bitters""}","{""measure1"":""1 1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz "",""measure4"":""2 dashes ""}",2022-05-01 16:17:18.423,2022-05-01 16:17:18.423
221,Blue Margarita,8,true,7,"Rub rim of cocktail glass with lime juice. Dip rim in coarse salt. Shake tequila, blue curacao, and lime juice with ice, strain into the salt-rimmed glass, and serve.",https://www.thecocktaildb.com/images/media/drink/bry4qh1582751040.jpg,"{""ingredient1"":""Tequila"",""ingredient2"":""Blue Curacao"",""ingredient3"":""Lime juice"",""ingredient4"":""Salt""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 oz "",""measure3"":""1 oz "",""measure4"":""Coarse ""}",2022-05-01 16:17:18.424,2022-05-01 16:17:18.424
240,Caipirinha,8,true,10,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,"{""ingredient1"":""Sugar"",""ingredient2"":""Lime"",""ingredient3"":""Cachaca""}","{""measure1"":""2 tsp"",""measure2"":""1 "",""measure3"":""2 1/2 oz ""}",2022-05-01 16:17:18.426,2022-05-01 16:17:18.426
248,Chocolate Black Russian,8,true,9,Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,https://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Vodka"",""ingredient3"":""Chocolate ice-cream""}","{""measure1"":""1 oz "",""measure2"":""1/2 oz "",""measure3"":""5 oz ""}",2022-05-01 16:17:18.427,2022-05-01 16:17:18.427
264,Absolut limousine,2,true,2,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,https://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,"{""ingredient1"":""Absolut Citron"",""ingredient2"":""Lime juice"",""ingredient3"":""Ice"",""ingredient4"":""Tonic water""}","{""measure1"":""2/3 "",""measure2"":""1/3 "",""measure3"":""Fill with "",""measure4"":""Top it up with ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.644
278,Kiwi Papaya Smoothie,2,false,4,Throw everything into a blender and liquify.,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,"{""ingredient1"":""Kiwi"",""ingredient2"":""Papaya""}","{""measure1"":""3 "",""measure2"":""1/2 ""}",2022-05-01 16:17:18.646,2022-05-01 16:17:18.647
285,Yoghurt Cooler,2,false,4,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Fruit"",""ingredient3"":""Ice""}","{""measure1"":""1 cup "",""measure2"":""1 cup ""}",2022-05-01 16:17:18.657,2022-05-01 16:17:18.658
295,Apple Grande,6,true,27,Chill both ingredients!! Mix in a tumbler and enjoy!,https://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,"{""ingredient1"":""Tequila"",""ingredient2"":""Apple cider""}","{""measure1"":""3 oz "",""measure2"":""12 oz ""}",2022-05-01 16:17:18.658,2022-05-01 16:17:18.658
132,Hot Creamy Bush,5,true,6,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,"{""ingredient1"":""Irish whiskey"",""ingredient2"":""Baileys irish cream"",""ingredient3"":""Coffee""}","{""measure1"":""1 shot "",""measure2"":""3/4 shot "",""measure3"":""6 oz hot ""}",2022-05-01 16:17:18.360,2022-05-01 16:17:18.360
149,Caribbean Orange Liqueur,7,true,2,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",https://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,"{""ingredient1"":""Orange"",""ingredient2"":""Vodka"",""ingredient3"":""Sugar""}","{""measure1"":""3 large "",""measure2"":""3 cups "",""measure3"":""1 1/3 cup superfine ""}",2022-05-01 16:17:18.371,2022-05-01 16:17:18.371
156,Irish Cream,7,true,6,Mix scotch and milk. Add half-and-half. Add rest.,https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,"{""ingredient1"":""Scotch"",""ingredient2"":""Half-and-half"",""ingredient3"":""Condensed milk"",""ingredient4"":""Coconut syrup"",""ingredient5"":""Chocolate syrup""}","{""measure1"":""1 cup "",""measure2"":""1 1/4 cup "",""measure3"":""1 can sweetened "",""measure4"":""3 drops "",""measure5"":""1 tblsp ""}",2022-05-01 16:17:18.375,2022-05-01 16:17:18.375
168,Absolutely Cranberry Smash,8,true,7,Stir ingredients together. Serve over ice.,https://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg,"{""ingredient1"":""Absolut Vodka"",""ingredient2"":""Cranberry juice"",""ingredient3"":""Ginger ale"",""ingredient4"":""Ice""}","{""measure1"":""2 oz "",""measure2"":""4 oz "",""measure3"":""2 oz "",""measure4"":""Add ""}",2022-05-01 16:17:18.388,2022-05-01 16:17:18.388
179,After Supper Cocktail,8,true,7,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/quyxwu1483387610.jpg,"{""ingredient1"":""Triple sec"",""ingredient2"":""Apricot brandy"",""ingredient3"":""Lemon juice""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1/2 tsp ""}",2022-05-01 16:17:18.419,2022-05-01 16:17:18.419
194,Amaretto Rose,8,true,2,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,https://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Lime juice"",""ingredient3"":""Club soda""}","{""measure1"":""1 1/2 oz "",""measure2"":""1/2 oz ""}",2022-05-01 16:17:18.420,2022-05-01 16:17:18.421
206,Arise My Love,8,true,9,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,https://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,"{""ingredient1"":""Champagne"",""ingredient2"":""Green Creme de Menthe""}","{""measure1"":""Chilled "",""measure2"":""1 tsp ""}",2022-05-01 16:17:18.422,2022-05-01 16:17:18.422
212,Banana Daiquiri,8,true,9,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Triple sec"",""ingredient3"":""Banana"",""ingredient4"":""Lime juice"",""ingredient5"":""Sugar"",""ingredient6"":""Cherry""}","{""measure1"":""1 1/2 oz "",""measure2"":""1 tblsp "",""measure3"":""1 "",""measure4"":""1 1/2 oz "",""measure5"":""1 tsp "",""measure6"":""1 ""}",2022-05-01 16:17:18.423,2022-05-01 16:17:18.423
233,Blackthorn,8,true,7,Stir sloe gin and vermouth with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.,https://www.thecocktaildb.com/images/media/drink/dgj92f1616098672.jpg,"{""ingredient1"":""Sweet Vermouth"",""ingredient2"":""Sloe gin"",""ingredient3"":""Lemon peel""}","{""measure1"":""1 oz "",""measure2"":""1 1/2 oz "",""measure3"":""1 twist of ""}",2022-05-01 16:17:18.424,2022-05-01 16:17:18.424
246,Casino Royale,8,true,24,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,"{""ingredient1"":""Gin"",""ingredient2"":""Lemon juice"",""ingredient3"":""Maraschino liqueur"",""ingredient4"":""Orange bitters"",""ingredient5"":""Egg yolk""}","{""measure1"":""2 oz "",""measure2"":""1/2 oz "",""measure3"":""1 tsp "",""measure4"":""1 dash "",""measure5"":""1 ""}",2022-05-01 16:17:18.426,2022-05-01 16:17:18.427
257,Cuba Libre,8,true,4,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Lime"",""ingredient3"":""Coca-Cola""}","{""measure1"":""2 oz "",""measure2"":""Juice of 1/2 ""}",2022-05-01 16:17:18.643,2022-05-01 16:17:18.644
271,Banana Cantaloupe Smoothie,2,false,4,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",https://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,"{""ingredient1"":""Cantaloupe"",""ingredient2"":""Banana""}","{""measure1"":""Juice of 1/2 "",""measure2"":""1 ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.645
280,Lassi Raita,2,false,4,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Ice"",""ingredient3"":""Sugar"",""ingredient4"":""Lime"",""ingredient5"":""Salt""}","{""measure1"":""2 cups "",""measure2"":""4-6 ""}",2022-05-01 16:17:18.649,2022-05-01 16:17:18.649
307,Egg Nog #4,6,false,27,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,"{""ingredient1"":""Egg yolk"",""ingredient2"":""Sugar"",""ingredient3"":""Milk"",""ingredient4"":""Light rum"",""ingredient5"":""Bourbon"",""ingredient6"":""Vanilla extract"",""ingredient7"":""Salt"",""ingredient8"":""Whipping cream"",""ingredient9"":""Egg white"",""ingredient10"":""Sugar"",""ingredient11"":""Nutmeg""}","{""measure1"":""6 "",""measure2"":""1/4 cup "",""measure3"":""2 cups "",""measure4"":""1/2 cup "",""measure5"":""1/2 cup "",""measure6"":""1 tsp "",""measure7"":""1/4 tsp "",""measure8"":""1 cup "",""measure9"":""6 "",""measure10"":""1/4 cup "",""measure11"":""Ground ""}",2022-05-01 16:17:18.661,2022-05-01 16:17:18.661
323,Spiced Peach Punch,6,false,2,"Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",https://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,"{""ingredient1"":""Peach nectar"",""ingredient2"":""Orange juice"",""ingredient3"":""Brown sugar"",""ingredient4"":""Cinnamon"",""ingredient5"":""Cloves"",""ingredient6"":""Lime juice""}","{""measure1"":""46 oz "",""measure2"":""20 oz "",""measure3"":""1/2 cup "",""measure4"":""3 3-inch "",""measure5"":""1/2 tsp "",""measure6"":""2 tblsp ""}",2022-05-01 16:17:18.667,2022-05-01 16:17:18.667
410,Zoksel,11,true,3,"No specific mixinginstructions, just poor every ingredient in one glass. The lemon goes with it.",https://www.thecocktaildb.com/images/media/drink/ft8ed01485620930.jpg,"{""ingredient1"":""Beer"",""ingredient2"":""Root beer"",""ingredient3"":""Lemonade"",""ingredient4"":""Coca-Cola"",""ingredient5"":""7-Up"",""ingredient6"":""Creme de Cassis"",""ingredient7"":""Lemon""}","{""measure4"":"" slice\n""}",2022-05-01 16:17:18.714,2022-05-01 16:17:18.714
